x[6] y[6]
0.000000000000 0.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000000 1.000000000000
1.000000000001 1.000000000001
1.000000000001 1.000000000001
1.000000000001 1.000000000001
1.000000000001 1.000000000001
1.000000000001 1.000000000001
1.000000000002 1.000000000002
1.000000000002 1.000000000002
1.000000000003 1.000000000003
1.000000000004 1.000000000004
1.000000000005 1.000000000005
1.000000000006 1.000000000006
1.000000000007 1.000000000007
1.000000000009 1.000000000009
1.000000000011 1.000000000011
1.000000000013 1.000000000013
1.000000000016 1.000000000016
1.000000000019 1.000000000019
1.000000000023 1.000000000023
1.000000000027 1.000000000027
1.000000000033 1.000000000033
1.000000000039 1.000000000039
1.000000000047 1.000000000047
1.000000000056 1.000000000056
1.000000000066 1.000000000066
1.000000000078 1.000000000078
1.000000000093 1.000000000093
1.000000000109 1.000000000109
1.000000000128 1.000000000128
1.000000000150 1.000000000150
1.000000000175 1.000000000175
1.000000000204 1.000000000204
1.000000000238 1.000000000238
1.000000000276 1.000000000276
1.000000000319 1.000000000319
1.000000000369 1.000000000369
1.000000000425 1.000000000425
1.000000000489 1.000000000489
1.000000000562 1.000000000562
1.000000000644 1.000000000644
1.000000000737 1.000000000737
1.000000000841 1.000000000841
1.000000000959 1.000000000959
1.000000001091 1.000000001091
1.000000001238 1.000000001238
1.000000001403 1.000000001403
1.000000001588 1.000000001588
1.000000001794 1.000000001794
1.000000002023 1.000000002023
1.000000002277 1.000000002277
1.000000002559 1.000000002559
1.000000002872 1.000000002872
1.000000003217 1.000000003217
1.000000003599 1.000000003599
1.000000004020 1.000000004020
1.000000004483 1.000000004483
1.000000004993 1.000000004993
1.000000005552 1.000000005552
1.000000006165 1.000000006165
1.000000006836 1.000000006836
1.000000007570 1.000000007570
1.000000008371 1.000000008371
1.000000009244 1.000000009244
1.000000010195 1.000000010195
1.000000011228 1.000000011228
1.000000012350 1.000000012350
1.000000013568 1.000000013568
1.000000014886 1.000000014886
1.000000016312 1.000000016312
1.000000017853 1.000000017853
1.000000019516 1.000000019516
1.000000021308 1.000000021308
1.000000023237 1.000000023237
1.000000025311 1.000000025311
1.000000027538 1.000000027538
1.000000029928 1.000000029928
1.000000032488 1.000000032488
1.000000035228 1.000000035228
1.000000038157 1.000000038157
1.000000041284 1.000000041284
1.000000044621 1.000000044621
1.000000048175 1.000000048175
1.000000051958 1.000000051958
1.000000055980 1.000000055980
1.000000060251 1.000000060251
1.000000064782 1.000000064782
1.000000069585 1.000000069585
1.000000074668 1.000000074668
1.000000080045 1.000000080045
1.000000085725 1.000000085725
1.000000091719 1.000000091719
1.000000098039 1.000000098039
1.000000104696 1.000000104696
1.000000111700 1.000000111700
1.000000119062 1.000000119062
1.000000126794 1.000000126794
1.000000134904 1.000000134904
1.000000143405 1.000000143405
1.000000152306 1.000000152306
1.000000161616 1.000000161616
