6205 0.193932  0.184697  0.183456 0.192963 0.179199 0.186279
6206 0.193947  0.188484  0.185683 0.193115 0.182129 0.189697
6207 0.193857  0.191693  0.188470 0.193146 0.184570 0.191406
6208 0.193671  0.194148  0.191654 0.193024 0.187012 0.195557
6209 0.193407  0.195709  0.195040 0.193054 0.188965 0.198242
6210 0.193088  0.196290  0.198414 0.192932 0.191406 0.203125
6211 0.192741  0.195859  0.201560 0.192902 0.191406 0.204834
6212 0.192392  0.194446  0.204275 0.192749 0.192871 0.208740
6213 0.192065  0.192140  0.206386 0.192444 0.191895 0.210205
6214 0.191776  0.189083  0.207762 0.192352 0.188965 0.208740
6215 0.191538  0.185460  0.208324 0.192230 0.188477 0.210449
6216 0.191352  0.181485  0.208052 0.191925 0.184570 0.210205
6217 0.191218  0.177383  0.206983 0.191772 0.184082 0.210205
6218 0.191127  0.173376  0.205213 0.191528 0.180664 0.208984
6219 0.191070  0.169665  0.202884 0.191376 0.177246 0.206055
6220 0.191036  0.166413  0.200175 0.191071 0.173340 0.202393
6221 0.191014  0.163737  0.197290 0.190826 0.170410 0.199951
6222 0.190998  0.161701  0.194438 0.190765 0.167969 0.196289
6223 0.190984  0.160317  0.191816 0.190552 0.164551 0.193848
6224 0.190969  0.159545  0.189600 0.190430 0.160645 0.193848
6225 0.190954  0.159306  0.187921 0.190308 0.157715 0.190918
6226 0.190940  0.159488  0.186868 0.190277 0.157715 0.189697
6227 0.190931  0.159965  0.186470 0.190125 0.156738 0.190430
6228 0.190926  0.160601  0.186705 0.190002 0.154297 0.190430
6229 0.190928  0.161274  0.187499 0.190002 0.154785 0.190918
6230 0.190934  0.161874  0.188738 0.190002 0.156250 0.190918
6231 0.190943  0.162320  0.190278 0.190033 0.155273 0.191895
6232 0.190954  0.162560  0.191959 0.190155 0.156738 0.191895
6233 0.190963  0.162577  0.193622 0.190247 0.157715 0.194092
6234 0.190971  0.162380  0.195123 0.190338 0.157227 0.194092
6235 0.190976  0.162010  0.196345 0.190460 0.159668 0.196289
6236 0.190979  0.161524  0.197206 0.190735 0.160156 0.197754
6237 0.190981  0.160993  0.197667 0.190918 0.160156 0.197021
6238 0.190984  0.160491  0.197729 0.191040 0.163574 0.199707
6239 0.190990  0.160086  0.197433 0.191315 0.163086 0.196777
6240 0.190999  0.159832  0.196852 0.191528 0.163574 0.197754
6241 0.191012  0.159766  0.196081 0.191833 0.163574 0.196777
6242 0.191027  0.159900  0.195230 0.191956 0.164062 0.196289
6243 0.191043  0.160224  0.194405 0.192230 0.163574 0.194336
6244 0.191057  0.160706  0.193705 0.192322 0.166016 0.194092
6245 0.191068  0.161299  0.193209 0.192261 0.166016 0.193604
6246 0.191074  0.161942  0.192967 0.192383 0.165039 0.194580
6247 0.191074  0.162570  0.193002 0.192291 0.164551 0.193115
6248 0.191068  0.163122  0.193304 0.192261 0.164551 0.197021
6249 0.191058  0.163545  0.193835 0.192200 0.165039 0.196533
6250 0.191044  0.163801  0.194534 0.192322 0.163574 0.197754
6251 0.191030  0.163870  0.195325 0.192200 0.163574 0.198730
6252 0.191017  0.163751  0.196127 0.191986 0.161621 0.196533
6253 0.191005  0.163463  0.196858 0.191864 0.161133 0.199219
6254 0.190997  0.163042  0.197450 0.191589 0.164062 0.199219
6255 0.190992  0.162535  0.197852 0.191498 0.163086 0.200684
6256 0.190988  0.161994  0.198037 0.191376 0.163086 0.201660
6257 0.190986  0.161476  0.198002 0.191132 0.162109 0.201172
6258 0.190984  0.161030  0.197770 0.191010 0.163086 0.199707
6259 0.190982  0.160693  0.197381 0.190826 0.163086 0.200928
6260 0.190978  0.160491  0.196896 0.190674 0.164062 0.197266
6261 0.190974  0.160432  0.196379 0.190491 0.164062 0.197754
6262 0.190970  0.160508  0.195898 0.190491 0.164062 0.197021
6263 0.190966  0.160697  0.195512 0.190369 0.165039 0.197510
6264 0.190963  0.160964  0.195269 0.190338 0.166016 0.197754
6265 0.190962  0.161270  0.195195 0.190308 0.165527 0.195312
6266 0.190963  0.161572  0.195299 0.190277 0.166016 0.197754
6267 0.190965  0.161834  0.195568 0.190094 0.166016 0.194580
6268 0.190968  0.162025  0.195970 0.190186 0.166016 0.197998
6269 0.190972  0.162127  0.196462 0.190155 0.166504 0.198242
6270 0.190975  0.162134  0.196991 0.190277 0.166016 0.197021
6271 0.190978  0.162055  0.197502 0.190369 0.165039 0.199707
6272 0.190980  0.161909  0.197950 0.190369 0.166992 0.197021
6273 0.190981  0.161723  0.198298 0.190552 0.166016 0.200195
6274 0.190982  0.161528  0.198525 0.190643 0.165039 0.199463
6275 0.190982  0.161355  0.198632 0.190796 0.162109 0.197266
6276 0.190983  0.161228  0.198635 0.191040 0.162109 0.197754
6277 0.190983  0.161162  0.198566 0.191162 0.160156 0.200195
6278 0.190984  0.161160  0.198471 0.191223 0.160645 0.198242
6279 0.190984  0.161213  0.198399 0.191467 0.160156 0.200928
6280 0.190983  0.161298  0.198398 0.191528 0.159180 0.199219
6281 0.190983  0.161385  0.198505 0.191772 0.156738 0.199707
6282 0.190983  0.161442  0.198744 0.191650 0.157227 0.200195
6283 0.190983  0.161438  0.199118 0.191589 0.157715 0.200684
6284 0.190981  0.161353  0.199609 0.191711 0.156250 0.200684
6285 0.190975  0.161183  0.200176 0.191589 0.158203 0.203125
6286 0.190959  0.160948  0.200761 0.191498 0.154297 0.203369
6287 0.190925  0.160693  0.201294 0.191284 0.157715 0.203369
6288 0.190858  0.160492  0.201701 0.191071 0.158203 0.205566
6289 0.190743  0.160443  0.201910 0.190796 0.160645 0.205322
6290 0.190560  0.160668  0.201868 0.190613 0.160156 0.203857
6291 0.190289  0.161303  0.201544 0.190369 0.164062 0.203125
6292 0.189912  0.162487  0.200938 0.189972 0.166016 0.202393
6293 0.189414  0.164352  0.200089 0.189575 0.168457 0.201172
6294 0.188788  0.167010  0.199070 0.189087 0.172363 0.199951
6295 0.188037  0.170539  0.197993 0.188721 0.175781 0.198730
6296 0.187178  0.174976  0.196996 0.188385 0.181152 0.196289
6297 0.186239  0.180309  0.196239 0.187866 0.185059 0.197266
6298 0.185259  0.186467  0.195887 0.187592 0.190430 0.197998
6299 0.184288  0.193327  0.196097 0.187103 0.195801 0.197266
6300 0.183381  0.200712  0.197005 0.186737 0.203125 0.198730
6301 0.182595  0.208398  0.198711 0.186523 0.207520 0.200928
6302 0.181979  0.216128  0.201266 0.186249 0.212891 0.201172
6303 0.181574  0.223618  0.204665 0.186005 0.219238 0.207520
6304 0.181407  0.230578  0.208847 0.185822 0.223145 0.211670
6305 0.181488  0.236725  0.213691 0.185638 0.230469 0.217285
6306 0.181809  0.241796  0.219026 0.185669 0.233887 0.221680
6307 0.182346  0.245568  0.224636 0.185669 0.236816 0.228271
6308 0.183060  0.247868  0.230281 0.185822 0.238281 0.233887
6309 0.183904  0.248590  0.235707 0.185760 0.241699 0.237549
6310 0.184825  0.247696  0.240665 0.186035 0.241211 0.242920
6311 0.185770  0.245226  0.244926 0.186218 0.240234 0.244141
6312 0.186692  0.241297  0.248299 0.186584 0.238281 0.249512
6313 0.187551  0.236094  0.250644 0.187012 0.234375 0.251953
6314 0.188318  0.229861  0.251876 0.187286 0.229980 0.253418
6315 0.188975  0.222886  0.251976 0.187683 0.225098 0.254395
6316 0.189516  0.215478  0.250990 0.188141 0.220215 0.253662
6317 0.189945  0.207951  0.249023 0.188568 0.212891 0.251465
6318 0.190271  0.200597  0.246234 0.188995 0.207031 0.248047
6319 0.190509  0.193669  0.242824 0.189423 0.200684 0.244629
6320 0.190677  0.187368  0.239017 0.189880 0.195312 0.242188
6321 0.190790  0.181832  0.235049 0.190216 0.188477 0.237305
6322 0.190864  0.177136  0.231147 0.190552 0.183594 0.234375
6323 0.190910  0.173290  0.227517 0.190887 0.177734 0.229736
6324 0.190939  0.170255  0.224324 0.191132 0.173340 0.227295
6325 0.190956  0.167947  0.221685 0.191254 0.168945 0.223633
6326 0.190967  0.166257  0.219662 0.191559 0.165039 0.222656
6327 0.190973  0.165062  0.218260 0.191589 0.162109 0.220947
6328 0.190977  0.164239  0.217432 0.191528 0.161621 0.220703
6329 0.190979  0.163675  0.217086 0.191620 0.159668 0.220947
6330 0.190981  0.163274  0.217097 0.191742 0.159180 0.219727
6331 0.190982  0.162964  0.217325 0.191772 0.160645 0.219727
6332 0.190982  0.162698  0.217625 0.191620 0.159668 0.220459
6333 0.190981  0.162451  0.217864 0.191345 0.160156 0.222168
6334 0.190979  0.162218  0.217934 0.191376 0.161133 0.218506
6335 0.190976  0.162011  0.217759 0.191467 0.162109 0.218262
6336 0.190971  0.161848  0.217302 0.191345 0.163086 0.217773
6337 0.190964  0.161750  0.216560 0.191223 0.164062 0.216797
6338 0.190955  0.161733  0.215567 0.191010 0.164551 0.217285
6339 0.190946  0.161808  0.214383 0.190918 0.164062 0.216553
6340 0.190938  0.161970  0.213084 0.190826 0.166016 0.213623
6341 0.190931  0.162205  0.211754 0.190857 0.166992 0.212402
6342 0.190928  0.162485  0.210473 0.190765 0.166504 0.211426
6343 0.190928  0.162776  0.209310 0.190735 0.164062 0.211670
6344 0.190931  0.163035  0.208313 0.190704 0.165039 0.208984
6345 0.190938  0.163223  0.207508 0.190735 0.163086 0.206543
6346 0.190947  0.163307  0.206892 0.190796 0.162109 0.206299
6347 0.190956  0.163260  0.206442 0.190918 0.161133 0.205078
6348 0.190965  0.163074  0.206114 0.190979 0.160156 0.207764
6349 0.190972  0.162753  0.205851 0.191101 0.161133 0.206543
6350 0.190976  0.162320  0.205591 0.191223 0.159180 0.205078
6351 0.190979  0.161811  0.205275 0.191254 0.158691 0.202637
6352 0.190981  0.161274  0.204853 0.191467 0.157227 0.202637
6353 0.190984  0.160763  0.204294 0.191406 0.156250 0.206299
6354 0.190989  0.160332  0.203586 0.191498 0.157227 0.202393
6355 0.190998  0.160032  0.202740 0.191589 0.157227 0.201172
6356 0.191012  0.159899  0.201789 0.191742 0.156738 0.199951
6357 0.191029  0.159959  0.200781 0.191986 0.158691 0.200439
6358 0.191050  0.160214  0.199780 0.191925 0.158691 0.198975
6359 0.191071  0.160651  0.198850 0.192078 0.160156 0.199219
6360 0.191090  0.161238  0.198056 0.192078 0.161133 0.197021
6361 0.191106  0.161926  0.197450 0.192017 0.162109 0.197021
6362 0.191115  0.162657  0.197069 0.191956 0.164062 0.195801
6363 0.191117  0.163370  0.196927 0.192047 0.163086 0.196045
6364 0.191112  0.164004  0.197016 0.191956 0.166504 0.197754
6365 0.191100  0.164505  0.197309 0.191956 0.165527 0.199219
6366 0.191083  0.164834  0.197756 0.191864 0.166992 0.198242
6367 0.191064  0.164968  0.198295 0.191620 0.167969 0.195312
6368 0.191045  0.164905  0.198859 0.191467 0.167480 0.197754
6369 0.191028  0.164659  0.199381 0.191315 0.168457 0.198730
6370 0.191014  0.164264  0.199802 0.191315 0.167969 0.197998
6371 0.191003  0.163765  0.200080 0.191101 0.166992 0.198730
6372 0.190995  0.163217  0.200193 0.191010 0.167969 0.199463
6373 0.190990  0.162674  0.200141 0.190918 0.167969 0.199463
6374 0.190987  0.162187  0.199949 0.190674 0.165527 0.199707
6375 0.190986  0.161794  0.199660 0.190735 0.165527 0.199951
6376 0.190985  0.161519  0.199335 0.190613 0.161621 0.195557
6377 0.190984  0.161367  0.199040 0.190552 0.161621 0.197266
6378 0.190983  0.161326  0.198842 0.190491 0.160645 0.199219
6379 0.190983  0.161368  0.198800 0.190613 0.158203 0.198730
6380 0.190983  0.161454  0.198954 0.190674 0.158203 0.198242
6381 0.190983  0.161538  0.199323 0.190643 0.157715 0.199707
6382 0.190983  0.161579  0.199900 0.190735 0.157715 0.201660
6383 0.190985  0.161545  0.200649 0.190918 0.157715 0.199707
6384 0.190990  0.161425  0.201509 0.191101 0.156738 0.200928
6385 0.191003  0.161228  0.202401 0.191345 0.156738 0.200684
6386 0.191033  0.160994  0.203231 0.191559 0.157715 0.203369
6387 0.191092  0.160790  0.203906 0.191895 0.159180 0.203369
6388 0.191192  0.160712  0.204341 0.192200 0.160156 0.202881
6389 0.191351  0.160875  0.204471 0.192566 0.161133 0.202148
6390 0.191585  0.161408  0.204259 0.192841 0.163086 0.202393
6391 0.191909  0.162443  0.203705 0.193054 0.165039 0.201172
6392 0.192335  0.164102  0.202849 0.193359 0.168945 0.198975
6393 0.192864  0.166482  0.201772 0.193695 0.172852 0.200684
6394 0.193490  0.169649  0.200590 0.194092 0.174805 0.197754
6395 0.194197  0.173625  0.199450 0.194336 0.179199 0.195557
6396 0.194957  0.178380  0.198513 0.194702 0.182617 0.194824
6397 0.195733  0.183832  0.197946 0.194763 0.187988 0.195801
6398 0.196481  0.189845  0.197902 0.195068 0.195312 0.196533
6399 0.197154  0.196236  0.198508 0.195099 0.199707 0.198242
6400 0.197706  0.202784  0.199853 0.195282 0.202637 0.200439
6401 0.198100  0.209236  0.201972 0.195190 0.208496 0.202637
6402 0.198306  0.215327  0.204846 0.195251 0.212891 0.206787
6403 0.198310  0.220791  0.208395 0.195068 0.215820 0.210938
6404 0.198110  0.225378  0.212487 0.194946 0.219238 0.213867
6405 0.197724  0.228868  0.216938 0.194702 0.222168 0.216553
6406 0.197179  0.231088  0.221530 0.194427 0.223145 0.221191
6407 0.196514  0.231920  0.226026 0.194305 0.224609 0.226318
6408 0.195776  0.231315  0.230183 0.194092 0.224121 0.230713
6409 0.195011  0.229291  0.233769 0.193878 0.223633 0.235352
6410 0.194261  0.225942  0.236584 0.193726 0.222656 0.237305
6411 0.193564  0.221428  0.238470 0.193390 0.220215 0.237305
6412 0.192946  0.215965  0.239326 0.193115 0.214844 0.238281
6413 0.192422  0.209815  0.239110 0.192719 0.212402 0.238770
6414 0.192000  0.203265  0.237846 0.192596 0.208496 0.237793
6415 0.191674  0.196606  0.235620 0.192291 0.201660 0.237061
6416 0.191435  0.190115  0.232574 0.192291 0.197266 0.232910
6417 0.191269  0.184035  0.228897 0.191895 0.190918 0.229980
6418 0.191159  0.178561  0.224807 0.191742 0.185059 0.226318
6419 0.191089  0.173830  0.220539 0.191711 0.178711 0.219482
6420 0.191047  0.169916  0.216326 0.191589 0.174805 0.217773
6421 0.191022  0.166833  0.212383 0.191498 0.169922 0.214111
6422 0.191006  0.164542  0.208889 0.191467 0.166016 0.211182
6423 0.190995  0.162962  0.205980 0.191376 0.162598 0.207275
