x[0] y[0]
0.000000000000 0.000000000000
0.000000000000 0.000000000000 -0.000610520600 -0.000000186446
-0.000000000068 -0.000000000068 0.000858095899 -0.000000369251
-0.000000000776 -0.000000000776 0.000609410268 -0.000000189025
-0.000000004062 -0.000000004061 -0.001484633973 -0.000001100495
-0.000000014134 -0.000000014131 -0.001133650862 -0.000000645257
-0.000000038300 -0.000000038289 0.001734549101 -0.000001488836
-0.000000087679 -0.000000087643 -0.000810444649 -0.000000316039
-0.000000177790 -0.000000177691 -0.000772290091 -0.000000304086
-0.000000328984 -0.000000328747 0.002035878133 -0.000002084731
-0.000000566722 -0.000000566204 -0.000972079813 -0.000000464658
-0.000000921663 -0.000000920621 -0.001168723620 -0.000000675446
-0.000001429586 -0.000001427625 0.001932119297 -0.000001853658
-0.000002131116 -0.000002127622 -0.000773813139 -0.000000350850
-0.000003071286 -0.000003065344 -0.000024304224 -0.000000053941
-0.000004298913 -0.000004289207 -0.000604695522 -0.000000200269
-0.000005865839 -0.000005850526 -0.002090272257 -0.000002156310
-0.000007826014 -0.000007802587 -0.000079494690 -0.000000062719
-0.000010234484 -0.000010199599 0.001573712897 -0.000001134677
-0.000013146271 -0.000013095566 24535502797406695494480285797042585494046973247527418272386915803511436347732053349647654987969715860310238188451409482967968382976.000000000000 0.002555969388
-0.000016615207 -0.000016543091 23283336530827925710582958387804682885343367552698623465348907617341814367624353525187694012257701125189494542954518462878271406080.000000000000 -0.002293173878
-0.000020692724 -0.000020592150 22043361458425585691347502200677520640156277297033055932556946924254642979118633754567441175964615619351910174589792923562421518336.000000000000 -0.002358740069
-0.000025426654 -0.000025288870 20819810321567839398553006349378432591453723755715735966658113330486064202496180139334215165604904839766364209887829089583640870912.000000000000 -0.002721307162
-0.000030860054 -0.000030674340 19614233957557468755412612027220063620095144366132897771392848622109791793743233065905321875066260358491109097832037665740511248384.000000000000 0.002806075458
-0.000037030096 -0.000036783488 18439814483468120109238019377359895213385757346067532078554907980752392678742835818827861402394060538021290654781409642820977819648.000000000000 0.002711025918
-0.000043967052 -0.000043644054 17311215442799498754451179785160710298531036368197152574150463485990643726756192256374928094654279142805398149001084088958945591296.000000000000 -0.003207064803
-0.000051693397 -0.000051275686 16219392267786616509721233145378004502164049199649441962537262573007600517747607166712941713069679988316146837528134634566095732736.000000000000 -0.002321764379
-0.000060223060 -0.000059689193 15170767117166270640186997315229316194936728791919398235760655604849353903978941314566593970819684908545831068987384381568354091008.000000000000 -0.000318872937
-0.000069560849 -0.000068885963 14156670241907777035473217925449795584661725617589944845629724412565880053498130476635387511409377037533674684633125148621560348672.000000000000 0.002614755537
-0.000079702050 -0.000078857581 13210676013610023631672063802619119079680884522104154670990717023820370762036275669862437869647779074881801994532895847070629363712.000000000000 0.000432486941
-0.000090632240 -0.000089585643 12315223480462097474752377316579396117321163935059081581253336743366361439749184283345898894159559984048236738139251731402208575488.000000000000 0.000028056002
-0.000102327300 -0.000101041790 11491696480942425526393055023714870775178933091139254145299003390433388565171768516500523805524023675067228795978778257210724057088.000000000000 -0.001487241673
-0.000114753645 -0.000113187960 10723503832346310127257601753624536565696578689611634833086110849557655101755579427168792004937554173719673323812071388249455591424.000000000000 -0.000219230874
-0.000127868660 -0.000125976849 10017184700317024416486849852535453660000083309600106314435822866622015471587526607183606264069821143603282693908482655578748878848.000000000000 0.000415210030
-0.000141621348 -0.000139352584 9361624750851297944386620768373667078596811983169990129208306641431521090099553953887607676725701651633914355220235341475434463232.000000000000 0.000088470297
-0.000155953158 -0.000153251594 8775574836503866112466185578851526372031497409153568114188571237064130477560079438605127734859318221866270232476419233497812566016.000000000000 -0.000213372074
-0.000170798998 -0.000167603654 8249075488048935035333734727938209811818084842597300408526874134770239436318336794599964137826186103818836516476665329729671266304.000000000000 -0.000531078319
-0.000186088398 -0.000182333090 7774681893165988933267871745434652330506026789961643277131631619817467608353422683495433604738333223953659634991147817109788033024.000000000000 -0.000967562988
-0.000201746800 -0.000197360111 7358208039100538042696378726475002149390614070433267573326452178360253392599260463578068674701576878200974152729626776074448797696.000000000000 -0.001435130796
