#n  real_time  lyapunov_exponential
0  0.000000 -inf
1  0.002500 -0.052876748689
2  0.005000 -0.074230912574
3  0.007500 -0.106328755730
4  0.010000 -0.146683885047
5  0.012500 -0.194452803679
6  0.015000 -0.248483320041
7  0.017500 -0.306292949926
8  0.020000 -0.362998459868
9  0.022500 -0.411688309322
10  0.025000 -0.446674649150
11  0.027500 -0.466613636145
12  0.030000 -0.473716833346
13  0.032500 -0.471425076401
14  0.035000 -0.463001203505
15  0.037500 -0.451061635830
16  0.040000 -0.437617643063
17  0.042500 -0.424199783250
18  0.045000 -0.411942201410
19  0.047500 -0.401693477641
20  0.050000 -0.394084005805
21  0.052500 -0.389550462939
22  0.055000 -0.388346425716
23  0.057500 -0.390483730896
24  0.060000 -0.395598290191
25  0.062500 -0.402928843437
26  0.065000 -0.411218620602
27  0.067500 -0.419006667925
28  0.070000 -0.425016596171
29  0.072500 -0.428565037057
30  0.075000 -0.429512349569
31  0.077500 -0.428168024563
32  0.080000 -0.425039977507
33  0.082500 -0.420692303154
34  0.085000 -0.415696508956
35  0.087500 -0.410595589773
36  0.090000 -0.405868760301
37  0.092500 -0.401950135902
38  0.095000 -0.399246748935
39  0.097500 -0.398085574209
40  0.100000 -0.398742226205
41  0.102500 -0.401391559010
42  0.105000 -0.406039867083
43  0.107500 -0.412475965129
44  0.110000 -0.420103104644
45  0.112500 -0.428059434671
46  0.115000 -0.435380911762
47  0.117500 -0.441337321519
48  0.120000 -0.445620949560
49  0.122500 -0.448252797329
50  0.125000 -0.449456738584
51  0.127500 -0.449550431369
52  0.130000 -0.448909484858
53  0.132500 -0.447903519110
54  0.135000 -0.446871429269
55  0.137500 -0.446121058122
56  0.140000 -0.445949835986
57  0.142500 -0.446627747093
58  0.145000 -0.448381511570
59  0.147500 -0.451366449155
60  0.150000 -0.455645051374
61  0.152500 -0.461116271214
62  0.155000 -0.467476483547
63  0.157500 -0.474173100268
64  0.160000 -0.480556774109
65  0.162500 -0.486084138889
66  0.165000 -0.490453381963
67  0.167500 -0.493590315188
68  0.170000 -0.495597641351
69  0.172500 -0.496682872031
70  0.175000 -0.497067237153
71  0.177500 -0.496980304191
72  0.180000 -0.496651097959
73  0.182500 -0.496280703237
74  0.185000 -0.496053174754
75  0.187500 -0.496131159169
76  0.190000 -0.496641739574
77  0.192500 -0.497661804412
78  0.195000 -0.499223854406
79  0.197500 -0.501316487232
80  0.200000 -0.503853974562
81  0.202500 -0.506693518610
82  0.205000 -0.509673520490
83  0.207500 -0.512637504619
84  0.210000 -0.515466561615
85  0.212500 -0.518110045585
86  0.215000 -0.520561586997
87  0.217500 -0.522890883561
88  0.220000 -0.525182619754
89  0.222500 -0.527564893024
90  0.225000 -0.530159808681
91  0.227500 -0.533107185859
92  0.230000 -0.536516614432
93  0.232500 -0.540479579952
94  0.235000 -0.545015079697
95  0.237500 -0.550064720887
96  0.240000 -0.555437134736
97  0.242500 -0.560835871202
98  0.245000 -0.565906498455
99  0.247500 -0.570362814007
100  0.250000 -0.574048316144
101  0.252500 -0.576915851835
102  0.255000 -0.579021295636
103  0.257500 -0.580482189771
104  0.260000 -0.581437771194
105  0.262500 -0.582047694506
106  0.265000 -0.582480309857
107  0.267500 -0.582891198216
108  0.270000 -0.583436079796
109  0.272500 -0.584277888724
110  0.275000 -0.585568889881
111  0.277500 -0.587474739733
112  0.280000 -0.590134714781
113  0.282500 -0.593676431998
114  0.285000 -0.598193581816
115  0.287500 -0.603670390885
116  0.290000 -0.609907502778
117  0.292500 -0.616483503779
118  0.295000 -0.622854813721
119  0.297500 -0.628572170520
120  0.300000 -0.633422910808
121  0.302500 -0.637411964560
122  0.305000 -0.640650796764
123  0.307500 -0.643288274592
124  0.310000 -0.645496485618
125  0.312500 -0.647443541704
126  0.315000 -0.649289318593
127  0.317500 -0.651183692099
128  0.320000 -0.653269340175
129  0.322500 -0.655669809637
130  0.325000 -0.658499882522
131  0.327500 -0.661844898267
132  0.330000 -0.665739494891
133  0.332500 -0.670140415372
134  0.335000 -0.674908472121
135  0.337500 -0.679805976097
136  0.340000 -0.684552734070
137  0.342500 -0.688918160970
138  0.345000 -0.692769468365
139  0.347500 -0.696086306207
140  0.350000 -0.698905369701
141  0.352500 -0.701321377580
142  0.355000 -0.703448935104
143  0.357500 -0.705401299899
144  0.360000 -0.707295268650
145  0.362500 -0.709240928600
146  0.365000 -0.711345000865
147  0.367500 -0.713701476639
148  0.370000 -0.716392796701
149  0.372500 -0.719460466156
150  0.375000 -0.722900144472
151  0.377500 -0.726647184979
152  0.380000 -0.730558202543
153  0.382500 -0.734441769636
154  0.385000 -0.738097556590
155  0.387500 -0.741402931625
156  0.390000 -0.744289439704
157  0.392500 -0.746755840686
158  0.395000 -0.748856597510
159  0.397500 -0.750668532390
160  0.400000 -0.752282811793
161  0.402500 -0.753802898121
162  0.405000 -0.755332783987
163  0.407500 -0.756972636753
164  0.410000 -0.758842391228
165  0.412500 -0.761045687543
166  0.415000 -0.763695170127
167  0.417500 -0.766886222995
168  0.420000 -0.770695940411
169  0.422500 -0.775141914647
170  0.425000 -0.780151527795
171  0.427500 -0.785490264721
172  0.430000 -0.790785487824
173  0.432500 -0.795684145244
174  0.435000 -0.799990718787
175  0.437500 -0.803649698300
176  0.440000 -0.806707302385
177  0.442500 -0.809257733617
178  0.445000 -0.811413859854
179  0.447500 -0.813280252050
180  0.450000 -0.814964257182
181  0.452500 -0.816568801349
182  0.455000 -0.818181224033
183  0.457500 -0.819891255960
184  0.460000 -0.821779454564
185  0.462500 -0.823924176304
186  0.465000 -0.826390598669
187  0.467500 -0.829225438063
