-0.267205 0.000139 0.012645 0.006210 36 60 10.000000 1000.000000 0.000000 0.000000
-0.316529 0.000109 0.013111 0.007564 36 60 10.000000 1000.000000 0.000000 0.000000
-0.200058 0.000090 0.007859 0.003316 36 60 10.000000 1000.000000 0.000000 0.000000
-0.416889 0.000088 0.009564 0.006213 36 60 10.000000 1000.000000 0.000000 0.000000
-0.390372 0.000087 0.009993 0.003122 36 60 10.000000 1000.000000 0.000000 0.000000
-0.269361 0.000132 0.010559 0.003912 36 60 10.000000 1000.000000 0.000000 0.000000
-0.227144 0.000101 0.012200 0.005112 36 60 10.000000 1000.000000 0.000000 0.000000
-0.157149 0.000083 0.009566 0.003885 36 60 10.000000 1000.000000 0.000000 0.000000
-0.358737 0.000083 0.009764 0.003471 36 60 10.000000 1000.000000 0.000000 0.000000
-0.282770 0.000052 0.011845 0.005575 36 60 10.000000 1000.000000 0.000000 0.000000
-0.155230 0.000095 0.009422 0.003591 36 60 10.000000 1000.000000 0.000000 0.000000
-0.330230 0.000186 0.008400 0.004368 36 60 10.000000 1000.000000 0.000000 0.000000
-0.275043 0.000082 0.009101 0.004013 36 60 10.000000 1000.000000 0.000000 0.000000
-0.376349 0.000125 0.011944 0.003502 36 60 10.000000 1000.000000 0.000000 0.000000
-0.175858 0.000125 0.009149 0.002766 36 60 10.000000 1000.000000 0.000000 0.000000
-0.359834 0.000106 0.011331 0.005645 36 60 10.000000 1000.000000 0.000000 0.000000
-0.314486 0.000058 0.009494 0.004562 36 60 10.000000 1000.000000 0.000000 0.000000
-0.304039 0.000058 0.011795 0.004547 36 60 10.000000 1000.000000 0.000000 0.000000
-0.371113 0.000144 0.037464 0.012626 36 60 10.000000 1000.000000 0.000000 0.000000
-0.326985 0.000136 0.011166 0.004113 36 60 10.000000 1000.000000 0.000000 0.000000
-0.172845 0.000071 0.016300 0.006222 36 60 10.000000 1000.000000 0.000000 0.000000
-0.235284 0.000109 0.012324 0.004293 36 60 10.000000 1000.000000 0.000000 0.000000
-0.330768 0.000074 0.015535 0.005115 36 60 10.000000 1000.000000 0.000000 0.000000
-0.242518 0.000122 0.011412 0.002593 36 60 10.000000 1000.000000 0.000000 0.000000
-0.196608 0.000095 0.011200 0.004492 36 60 10.000000 1000.000000 0.000000 0.000000
-0.250378 0.000103 0.014720 0.002623 36 60 10.000000 1000.000000 0.000000 0.000000
-0.462292 0.000093 0.012050 0.003589 36 60 10.000000 1000.000000 0.000000 0.000000
-0.375378 0.000096 0.011299 0.004480 36 60 10.000000 1000.000000 0.000000 0.000000
-0.425588 0.000077 0.009663 0.002843 36 60 10.000000 1000.000000 0.000000 0.000000
-0.235383 0.000103 0.014409 0.005402 36 60 10.000000 1000.000000 0.000000 0.000000
-0.361023 0.000075 0.010853 0.004253 36 60 10.000000 1000.000000 0.000000 0.000000
-0.406403 0.000117 0.008959 0.005161 36 60 10.000000 1000.000000 0.000000 0.000000
