# le narma2 narma10 narma20 N M k_b k_t g_b g_t
-0.656300 164006211515921591661567181635764442240942272786989056.000000 1.000000 577344875662882021468370898166362520289247847337951232.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.625183 0.000040 0.010063 0.003827 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.481580 1.000000 1.000000 9021013682232531585443295283849414379519497614655488.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.553916 0.000038 0.010286 0.003864 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.553916 0.000038 0.010286 0.003864 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.612452 0.000034 0.011169 0.004277 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.619358 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.688607 1.000000 1.000000 563813355139533224090205955240588398719968600915968.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.593319 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.770101 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.632275 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.610042 1.000000 1.000000 34412436226778150884411984572789819257810583552.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.535150 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.645958 1.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.568738 640649263734068717427996803264704852503680753074176.000000 12555632507593050838024063406035238505958694541328384.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.612035 10010144745844823709812450051011013320370011766784.000000 1.000000 563813355139533224090205955240588398719968600915968.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.787497 0.000041 0.009931 0.003799 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.604296 1.000000 1.000000 35238334696220826505637872202536774919998037557248.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.604296 1.000000 1.000000 35238334696220826505637872202536774919998037557248.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.581281 0.000043 0.011279 0.003934 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.629134 164006211515921591661567181635764442240942272786989056.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.590286 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.591433 1.000000 12555632507593050838024063406035238505958694541328384.000000 35238334696220826505637872202536774919998037557248.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.739394 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.635539 62913759727634722617361484715049522995798439100416.000000 17179244178514192978182447048141225304676293322735616.000000 993861991772212065360656820267190315575077307940864.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.529942 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.502509 1.000000 196181757931141419344125990719300601655604602208256.000000 563813355139533224090205955240588398719968600915968.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.601625 1.000000 50222530030372203352096253624140954023834778165313536.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.717869 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.662820 0.000045 0.010785 0.004114 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.728490 1.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.652431 1.000000 1.000000 8809583674055206626409468050634193729999509389312.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.567931 0.000040 0.010235 0.003876 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.517226 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.675760 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.543152 0.000038 0.009814 0.003803 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.543152 0.000038 0.009814 0.003803 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.706242 0.000036 0.010250 0.003702 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.557987 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.593317 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.535872 0.000036 0.009834 0.003753 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.633161 1.000000 1.000000 563813355139533224090205955240588398719968600915968.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.553305 39102127913456342616454883011761770782695358464.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.626786 2502536186461205927453112512752753330092502941696.000000 1.000000 144336218915720505367092724541590630072311961834487808.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.608703 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.693648 1.000000 50222530030372203352096253624140954023834778165313536.000000 36084054728930126341773181135397657518077990458621952.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.616032 0.000037 0.006881 0.003298 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.720530 0.000039 0.008377 0.003653 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.502513 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.614133 0.000040 0.010801 0.003932 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.523661 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.627696 590678621162811340687109605825494978597829518295040.000000 81963169009567440719644814537971141319986513868488704.000000 75487842492921820606418754670046109363620300218957824.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.776335 2502536186461205927453112512752753330092502941696.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.594700 0.000051 0.010633 0.003931 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.639979 0.000045 0.009942 0.004017 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.590129 0.000042 0.011417 0.003872 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.651889 1.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.579229 0.000040 0.012322 0.005335 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.704520 1.000000 1.000000 563813355139533224090205955240588398719968600915968.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.616862 0.000094 0.009990 0.003937 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.598127 0.000038 0.009760 0.003981 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.738155 0.000303 0.010807 0.004282 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.626594 0.000048 0.010373 0.003500 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.711400 0.000043 0.011748 0.003847 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.620128 1.000000 784727031724565677376503962877202406622418408833024.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.753461 0.000059 0.011775 0.004801 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.517176 0.000054 0.008921 0.003267 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.616653 640649263734068717427996803264704852503680753074176.000000 50222530030372203352096253624140954023834778165313536.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.553768 0.000050 0.011272 0.004742 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.608570 0.000047 0.009172 0.003377 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.602883 0.000047 0.011124 0.004269 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.654796 0.000038 0.010969 0.003811 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.746635 0.000087 0.039677 0.004976 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.686330 0.000059 0.009406 0.003639 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.618306 0.000045 0.011082 0.003877 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.567964 0.000047 0.010600 0.003843 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.634628 0.000313 0.036961 0.017077 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.587501 1.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.609073 0.000053 0.011810 0.004063 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.681688 0.000040 0.009429 0.003759 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.500023 0.000048 0.012667 0.003808 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.589272 0.000037 0.009362 0.003936 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.673987 0.000037 0.008261 0.004334 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.640505 0.000062 0.010502 0.003834 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.687033 0.000053 0.009594 0.003988 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.682375 0.000059 0.010171 0.003724 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.715936 1.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.597006 0.000045 0.011226 0.004595 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.542173 0.000047 0.011687 0.003967 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.656895 0.000049 0.010404 0.004036 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.634136 0.000047 0.010060 0.003808 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.608859 0.000043 0.008867 0.004142 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.680902 1.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.842653 44928344972561338127731479063589776774116933632.000000 116630055090063577683920951666675273825068190269440.000000 29591391561151438354553178850611113073186099429376.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.574964 0.000038 0.009925 0.003624 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.634916 0.000048 0.010262 0.004412 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.659981 0.000046 0.009334 0.004572 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.607757 0.000054 0.009029 0.003750 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.701855 0.000045 0.010500 0.003845 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.635025 0.000057 0.010703 0.003826 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.586464 0.000050 0.011905 0.003854 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.513539 0.000053 0.009995 0.003339 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.598472 22065487190075067572060932398933548390793015721984.000000 87415452425989714852030784055928045125680453874876416.000000 15086517756823630126180873582561574283806085832769536.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.621478 0.000042 0.008851 0.003788 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.727183 0.000046 0.010915 0.003439 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.681125 0.000050 0.014781 0.004039 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.735440 0.000052 0.010734 0.003812 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.544317 0.000043 0.009786 0.003905 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.629672 0.000051 0.010982 0.003112 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.555952 0.000042 0.009770 0.003964 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.695513 0.000047 0.011017 0.003910 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.591199 0.000045 0.009856 0.003891 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.765174 0.000041 0.009123 0.003781 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.626231 1.000000 1.000000 563813355139533224090205955240588398719968600915968.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.548600 0.000041 0.008215 0.004063 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.655707 0.000049 0.009904 0.003461 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.585650 0.000047 0.009358 0.004280 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.688891 0.000049 0.009296 0.003549 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.627432 0.000043 0.011953 0.004545 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.689746 0.000047 0.010520 0.004028 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.644647 0.000050 0.012425 0.003621 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.705892 0.000040 0.009712 0.003710 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.525370 0.000048 0.010892 0.003767 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.591523 40040578983379294839249800204044053281480047067136.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.568058 0.000046 0.008514 0.003665 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.640245 0.000056 0.009670 0.004061 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.569321 0.000065 0.010246 0.003933 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.671498 0.000048 0.011748 0.004012 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.709461 0.000049 0.012643 0.003775 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.608156 0.000047 0.013618 0.004039 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.569360 26964827409119493941323961898056930657956823826432.000000 7462754071700619978988206459318942870213005374652416.000000 1078761050837041463661647632940070019576537022464.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.658693 0.000090 0.011958 0.004125 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.619199 0.000047 0.010187 0.003980 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.732179 0.000049 0.009507 0.003984 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.586214 0.000048 0.011177 0.008192 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.733083 0.000045 0.009055 0.003834 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.503162 3608657180877059102507256892117445704341967077376.000000 12420757549015390019246488065834503536650989076480.000000 3889431192095373171282090495762147186164300251136.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.589485 0.000049 0.010823 0.003762 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.649905 0.000077 0.015539 0.007603 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.586677 0.000045 0.010245 0.004091 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.706129 0.000058 0.010799 0.003694 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.613687 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.674770 0.000047 0.009706 0.004459 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.657695 0.000044 0.010175 0.003759 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.578958 0.000046 0.010298 0.003718 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.631125 1.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.586150 0.000056 0.010174 0.003914 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.680767 0.000055 0.011926 0.004327 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.581020 0.000048 0.011017 0.003798 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.738846 0.000040 0.011499 0.004122 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.620440 0.000055 0.008848 0.003620 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.571685 0.000057 0.010765 0.003657 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.692981 1.000000 1.000000 1.000000 16 24 1500.000000 2000.000000 0.100000 0.500000
-0.522411 105667087937137964278269378131834712768852669759488.000000 29634431626046497644287539544559902686331542255435776.000000 4497539133948056543022927359115133774418091310055424.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.613756 41001552878980397915391795408941110560235568196747264.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.690462 0.000035 0.010210 0.003904 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.637444 0.000035 0.010974 0.003926 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.736562 0.000034 0.010852 0.003994 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.647415 10010144745844823709812450051011013320370011766784.000000 1.000000 9021013682232531585443295283849414379519497614655488.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.748236 1.000000 12555632507593050838024063406035238505958694541328384.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.546778 7485986646732592873007869181983468570216093324410880.000000 7375680760260462203048843599321237107555751792077701120.000000 153898493418886969866286837733872344248237808502702080.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.618981 0.000031 0.009858 0.003817 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.595355 0.000041 0.014338 0.004351 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.630552 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.698244 0.000039 0.010460 0.003892 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.595219 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.586524 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.616249 0.000040 0.009559 0.003798 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.623867 0.000035 0.010967 0.003919 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.660673 160162315933517179356999200816176213125920188268544.000000 50222530030372203352096253624140954023834778165313536.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.584209 0.000045 0.011603 0.003827 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.701599 1.000000 1.000000 36084054728930126341773181135397657518077990458621952.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.612521 0.000038 0.010282 0.003948 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.515322 1.000000 1.000000 144336218915720505367092724541590630072311961834487808.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.611492 0.000039 0.010717 0.003957 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.557654 1.000000 1.000000 36084054728930126341773181135397657518077990458621952.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.628691 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.724028 0.000048 0.010676 0.003833 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.668597 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.760750 0.000033 0.011623 0.003824 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.674039 2562597054936274869711987213058819410014723012296704.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.629043 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.673856 1.000000 784727031724565677376503962877202406622418408833024.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.610171 1.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.704509 0.000034 0.010098 0.003800 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.630600 1.000000 803560480485955253633540057986255264381356450645016576.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.711526 0.000041 0.009531 0.003751 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.500308 0.000034 0.011093 0.003766 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.586547 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.641358 0.000048 0.010407 0.004056 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.630649 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.681178 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.609184 40040578983379294839249800204044053281480047067136.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.721577 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.639056 1.000000 1.000000 144336218915720505367092724541590630072311961834487808.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.613030 0.000031 0.009934 0.004044 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.613030 0.000031 0.009934 0.004044 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.542072 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.637743 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.648776 7209181119148118972021979419284406842745050628096.000000 365331239073435007015707407420048118363103756619350016.000000 1496766590156021533042453014749505763557655443926941696.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.784117 0.000043 0.012021 0.004288 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.690664 0.000046 0.010335 0.003891 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.589327 40040578983379294839249800204044053281480047067136.000000 200890120121488813408385014496563816095339112661254144.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.574621 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.645611 0.000034 0.010512 0.003723 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.600269 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.682070 0.000040 0.010270 0.003793 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.624917 0.000033 0.010435 0.003912 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.624595 0.000036 0.010610 0.003781 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.572308 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.510606 0.000043 0.009941 0.003713 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.620779 1.000000 1.000000 36084054728930126341773181135397657518077990458621952.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.699503 40040578983379294839249800204044053281480047067136.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.654188 1.000000 12555632507593050838024063406035238505958694541328384.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.704948 1.000000 784727031724565677376503962877202406622418408833024.000000 140953338784883306022551488810147099679992150228992.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.686704 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.753005 2502536186461205927453112512752753330092502941696.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.539364 0.000037 0.010721 0.003815 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.569071 0.000030 0.010125 0.003859 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.672657 0.000036 0.010924 0.003721 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.603409 1.000000 3065339967674084677251968604989071900868821909504.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.655499 0.000033 0.010558 0.003973 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.615987 0.000032 0.009683 0.003792 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.549992 0.000035 0.009792 0.003844 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.655485 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.604600 0.000034 0.011164 0.004004 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.680796 2562597054936274869711987213058819410014723012296704.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.636632 1.000000 803560480485955253633540057986255264381356450645016576.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.683881 0.000039 0.010580 0.003962 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.624521 0.000034 0.010936 0.003860 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.755963 0.000042 0.010220 0.003929 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.521593 0.000043 0.010729 0.003759 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.632263 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.540173 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.635950 0.000035 0.010106 0.003867 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.712928 1.000000 803560480485955253633540057986255264381356450645016576.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.678463 0.000045 0.010361 0.004069 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.708138 0.000034 0.009449 0.003928 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.589703 0.000039 0.010162 0.003925 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.574067 2502536186461205927453112512752753330092502941696.000000 12555632507593050838024063406035238505958694541328384.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.654707 0.000038 0.009906 0.003874 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.588852 0.000040 0.011040 0.003839 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.712835 1.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.604527 2562597054936274869711987213058819410014723012296704.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.487808 1.000000 200890120121488813408385014496563816095339112661254144.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.591606 0.000043 0.009899 0.003658 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.694062 0.000036 0.009888 0.003816 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.631014 0.000043 0.009427 0.003898 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.685407 0.000032 0.010638 0.003937 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.646274 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.704121 0.000051 0.010424 0.003937 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.665224 0.000037 0.009720 0.003879 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.610024 40040578983379294839249800204044053281480047067136.000000 1.000000 1.000000 16 24 2000.000000 2500.000000 0.100000 0.500000
-0.821407 1.000000 1.000000 577344875662882021468370898166362520289247847337951232.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.767625 1.000000 1.000000 144336218915720505367092724541590630072311961834487808.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.718462 1.000000 1.000000 2255253420558132896360823820962353594879874403663872.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.745390 1.000000 196181757931141419344125990719300601655604602208256.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.745398 160162315933517179356999200816176213125920188268544.000000 1.000000 144336218915720505367092724541590630072311961834487808.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
